desc,CPU,RAM,score,total_score
Write Report,28,72,31.75361501943119,38.676807509715594
Test Module,73,330,17.077103092461346,96.43855154623068
Update Script,19,227,59.76218421377473,80.98109210688737
Analyze Document,46,466,25.828553060476878,119.91427653023844
Fix API,37,108,17.832490702831553,41.61624535141578
Write Report,58,349,46.2441243290123,110.32206216450614
Test Module,56,238,43.4884355767494,86.1442177883747
Update Script,59,144,29.647305129230844,61.32365256461542
Analyze Document,45,289,16.274139905321807,79.43706995266092
Fix API,33,251,10.56734987369328,65.38367493684665
Write Report,66,399,53.78038740085379,126.4901937004269
Test Module,61,471,50.94251237162231,137.97125618581114
Update Script,43,426,55.93199463681131,126.06599731840566
Analyze Document,37,483,47.03765147115393,131.21882573557696
Fix API,25,86,20.288986430783197,34.844493215391594
Write Report,45,323,55.50624237412028,105.85312118706015
Test Module,35,240,48.68799953403146,82.84399976701573
Update Script,35,220,27.915878189068096,68.45793909453405
Analyze Document,28,60,66.74247157531238,53.77123578765619
Fix API,72,291,72.16130340979163,115.88065170489581
Write Report,61,307,53.60671213967101,106.5033560698355
Test Module,69,413,60.14429571445936,133.3721478572297
Update Script,42,304,14.451517011210466,80.62575850560523
Analyze Document,49,463,60.967777902789315,137.78388895139466
Fix API,72,91,78.2228503803669,78.91142519018345
Write Report,70,264,19.187613854397416,83.39380692719872
Test Module,75,278,29.332332783419467,92.76616639170973
Update Script,44,241,69.46393694213587,96.13196847106795
Analyze Document,32,219,25.330280809824362,66.06514040491219
Fix API,10,399,43.27538306891226,104.43769153445615
Write Report,42,428,21.083751783769177,108.74187589188459
Test Module,58,310,25.517373183396007,92.15868659169801
Update Script,59,98,55.79155837113231,65.19577918556615
Analyze Document,8,190,59.75280629692945,70.27640314846472
Fix API,50,180,62.734096797878806,82.3670483989394
Write Report,7,448,76.74189191426868,130.07094595713434
Test Module,61,383,21.555048501005004,105.6775242505025
Update Script,54,479,42.33913880514965,133.16956940257484
Analyze Document,36,445,54.88156726031788,127.24078363015894
Fix API,36,116,19.940142720956807,43.9700713604784
Write Report,41,97,30.796237729472583,47.09811886473629
Test Module,12,131,74.15466308767249,66.87733154383625
Update Script,69,182,40.43437800804959,77.31718900402478
Analyze Document,42,215,70.71981133755358,90.9599056687768
Fix API,19,313,15.108860551060278,75.85443027553013
Write Report,11,326,28.270292643374965,82.63514632168749
Test Module,52,141,51.89123278031391,69.74561639015695
Update Script,9,304,10.402818685869166,68.7014093429346
Analyze Document,19,241,39.33826638189065,73.56913319094534
Fix API,72,64,33.55975000711703,51.179875003558514
Write Report,23,420,71.21001818265904,126.50500909132953
Test Module,35,249,36.87768450459657,78.7388422522983
Update Script,66,127,71.91327477487546,81.15663738743774
Analyze Document,52,197,13.126691359555988,61.563345679778
Fix API,32,461,14.861859778859666,109.23092988942983
Write Report,56,200,42.35085746843337,77.97542873421668
Test Module,47,74,25.00832261317698,41.40416130658849
Update Script,9,361,27.757729164133625,88.77886458206682
Analyze Document,19,490,18.513317220737868,112.95665861036893
Fix API,5,237,27.073250423246552,62.43662521162328
Write Report,17,367,31.016537628042858,94.00826881402143
Test Module,54,467,60.322075705214225,139.76103785260713
Update Script,23,445,16.402340767680474,104.10117038384024
Analyze Document,49,471,32.47725101811328,125.13862550905665
Fix API,37,335,10.584313118398175,83.39215655919908
Write Report,40,459,40.79753729197644,124.19876864598822
Test Module,50,325,47.63979492993901,103.8198974649695
Update Script,23,408,47.37466873813114,112.18733436906558
Analyze Document,54,415,64.47422584766797,131.43711292383398
Fix API,53,354,11.420392258663147,92.41019612933157
Write Report,34,96,79.15345731850799,68.976728659254
Test Module,48,445,25.568950490235434,116.18447524511772
Update Script,25,70,20.141571370199536,31.570785685099768
Analyze Document,19,383,36.81853682401608,100.70926841200804
Fix API,62,287,48.79593581470754,100.39796790735377
Write Report,70,219,28.886976811626614,79.24348840581332
Test Module,31,267,66.52319780786095,95.96159890393048
Update Script,49,172,50.21295851138964,74.20647925569482
Analyze Document,35,115,74.07287820823782,70.53643910411891
Fix API,53,64,44.51124663176363,50.955623315881816
Write Report,76,422,14.472905456012727,114.43645272800637
Test Module,27,77,41.75513588654293,44.377567943271465
Update Script,47,496,51.98420973278844,139.29210486639423
Analyze Document,23,495,39.945277228978874,125.87263861448945
Fix API,79,141,51.97807537591224,77.88903768795612
Write Report,80,416,18.974542676146992,116.6872713380735
Test Module,32,60,39.48445964976338,41.34222982488169
Update Script,72,318,56.047897561550315,113.22394878077516
Analyze Document,9,379,75.65862702695836,116.32931351347918
Fix API,68,130,20.636260406104768,56.71813020305238
Write Report,73,364,72.36183490717113,130.88091745358554
Test Module,7,273,54.61392207851759,84.0069610392588
Update Script,28,235,16.39996952831119,63.59998476415559
Analyze Document,44,88,75.74924904276169,68.67462452138085
Fix API,28,271,11.118327942840233,68.15916397142011
Write Report,30,407,24.918244840853443,102.85912242042673
Test Module,62,419,19.078636141832856,111.93931807091643
Update Script,35,387,45.058510294283366,110.42925514714169
Analyze Document,55,106,39.77412997184591,57.58706498592296
Fix API,52,464,56.234580355097236,136.51729017754863
Write Report,59,362,53.7863497827985,116.99317489139926
Test Module,74,66,76.68135403583237,73.74067701791618
Update Script,73,56,62.190407725570275,64.19520386278514
Analyze Document,29,344,75.10646817582081,115.0532340879104
Fix API,49,264,26.552058987563985,80.77602949378199
Write Report,27,455,52.1058379564955,125.15291897824774
Test Module,55,283,10.252855307136633,78.22642765356831
Update Script,65,360,11.662390209746702,97.33119510487334
Analyze Document,19,321,52.209306286248506,96.00465314312426
Fix API,80,195,46.27443926517345,86.13721963258672
Write Report,9,65,77.39781372091747,54.39890686045874
Test Module,17,135,68.83802370301963,66.51901185150982
Update Script,52,187,54.85072423814993,80.42536211907496
Analyze Document,9,175,48.535237742278646,61.96761887113932
Fix API,37,460,32.03429462157973,119.11714731078986
Write Report,58,396,45.54392928812907,119.37196464406453
Test Module,58,248,29.955360909442994,81.9776804547215
Update Script,67,52,37.90470704618991,49.452353523094956
Analyze Document,21,161,25.38795377127222,51.19397688563611
Fix API,75,223,47.00298718781343,90.60149359390671
Write Report,20,376,20.854722256600827,91.62736112830042
Test Module,7,340,72.72577927489061,106.4628896374453
Update Script,32,247,44.496231753797886,81.24811587689895
Analyze Document,6,184,13.146604023945923,45.173302011972964
Fix API,14,355,32.37976777983975,91.38988388991987
Write Report,29,482,46.47933114904352,128.33966557452177
Test Module,32,225,40.318768193818144,74.75938409690907
Update Script,17,152,77.57352350977096,74.28676175488548
Analyze Document,30,252,21.87480000320755,70.33740000160378
Fix API,40,82,55.15381544790989,55.97690772395495
Write Report,72,245,41.0547752273933,91.12738761369664
Test Module,65,100,27.35197386423547,53.17598693211774
Update Script,17,260,10.97356920945442,62.586784604727214
Analyze Document,17,420,65.83768636400677,122.01884318200338
Fix API,63,487,26.873531904044704,129.73676595202235
Write Report,44,295,23.513550833206857,83.95677541660343
Test Module,22,398,15.722062353634815,94.06103117681741
Update Script,22,350,23.70414373655661,88.4520718682783
Analyze Document,74,438,57.84139685954508,138.72069842977254
Fix API,51,152,19.883468839662633,55.64173441983132
Write Report,62,454,39.37811457616471,129.08905728808236
Test Module,37,171,63.43830042337613,77.01915021168807
Update Script,25,214,13.055307134654653,56.82765356732733
Analyze Document,44,382,25.071313215259394,102.1356566076297
Fix API,15,395,20.51354326477579,93.7567716323879
Write Report,47,452,14.190621120519893,111.59531056025995
Test Module,80,271,28.46262535198151,92.43131267599075
Update Script,43,166,50.41284740637098,71.30642370318549
Analyze Document,77,337,29.14557804970939,105.0727890248547
Fix API,76,147,35.35484265268188,69.87742132634094
Write Report,26,478,67.96126862676556,137.38063431338279
Test Module,24,417,27.374489650217477,104.28724482510874
Update Script,48,479,38.68935569130616,129.5446778456531
Analyze Document,23,413,59.68601458660983,119.34300729330494
Fix API,68,386,46.86814162343129,121.03407081171564
Write Report,19,126,26.74785505887332,44.27392752943666
Test Module,25,468,44.37923988058183,123.28961994029092
Update Script,52,58,56.73946303565123,55.569731517825616
Analyze Document,52,212,68.26189987190345,92.13094993595173
Fix API,23,285,29.656454024204617,78.72822701210231
Write Report,56,301,74.82261148197932,114.41130574098966
Test Module,38,249,34.02530206821093,78.21265103410546
Update Script,80,201,57.66043899318075,93.03021949659038
Analyze Document,70,106,58.12364390690724,71.26182195345362
Fix API,77,337,10.875561919173608,95.9377809595868
Write Report,11,205,21.927838055387987,55.26391902769399
Test Module,6,494,73.67532289018507,137.43766144509254
Update Script,59,385,63.25886200999316,126.32943100499658
Analyze Document,47,121,66.0619507615935,71.33097538079676
Fix API,42,452,75.39872001299796,140.69936000649898
Write Report,39,412,68.41770005258346,128.30885002629174
Test Module,76,424,17.99499098484267,116.59749549242134
Update Script,34,164,71.2770283436034,78.6385141718017
Analyze Document,13,432,22.56845174294402,101.58422587147203
Fix API,36,77,18.755096093684024,35.57754804684201
Write Report,10,165,42.105602694703954,57.05280134735197
Test Module,25,281,77.08221713483631,102.24110856741817
Update Script,79,454,27.500186570308287,128.25009328515415
Analyze Document,41,215,47.87261821435825,79.23630910717912
Fix API,24,306,66.15306081085757,101.47653040542879
Write Report,27,466,52.84764052188896,127.72382026094448
Test Module,55,81,75.45540656925755,70.42770328462878
Update Script,50,277,54.486370719224965,97.64318535961249
Analyze Document,11,161,45.614311129842136,58.30715556492107
Fix API,39,322,55.42833977090636,103.8141698854532
Write Report,19,378,39.16224695882533,100.88112347941268
Test Module,70,194,12.09487170057055,65.84743585028528
Update Script,50,126,23.295897146938692,51.84794857346935
Analyze Document,56,484,17.33062111530012,122.26531055765007
Fix API,60,70,38.89593668495236,51.44796834247618
Write Report,73,440,51.672750731649955,135.73637536582498
Test Module,49,488,29.785381903369803,127.19269095168491
Update Script,37,264,26.857949019440042,77.32897450972003
Analyze Document,35,311,37.11657326939524,91.25828663469763
Fix API,37,123,76.27069023737742,73.8353451186887
Write Report,69,337,34.77075440275848,105.48537720137925
Test Module,37,297,28.276811253173044,84.63840562658652
Update Script,41,442,15.92666969413437,108.66333484706719
Analyze Document,42,475,79.39710864668214,147.29855432334108
Fix API,58,470,20.14327783152982,121.47163891576491
Write Report,45,240,11.187503439185845,67.09375171959292
Test Module,22,286,37.32965525483715,82.46482762741857
Update Script,76,85,78.61988966802207,79.10994483401103
Analyze Document,7,68,19.50096571340103,25.450482856700518
Fix API,14,454,45.122328593606504,117.56116429680327
Write Report,41,295,77.88997562317762,110.2449878115888
Test Module,67,340,24.579277867015183,100.38963893350758
Update Script,72,70,57.73507479552981,64.4675373977649
Analyze Document,77,334,19.5662730877392,99.6831365438696
asds,43,70,0.0
Fix API,72,340,46.16569456752929,112.68284728376464
Write Report,22,253,33.68331625350008,74.04165812675004
Test Module,14,268,32.14949974145884,73.87474987072943
Update Script,60,382,67.30485217133652,128.05242608566826
Analyze Document,53,300,42.162143098062415,96.98107154903121
asds,15,293,75.93521149007718,101.06760574503859
Fix API,76,165,15.265317944852894,63.432658972426445
Write Report,54,260,31.81684901247824,84.10842450623912
Test Module,66,272,11.09584301005847,79.74792150502924
Update Script,5,208,25.470872160229803,55.8354360801149
Analyze Document,5,75,53.984138285050925,43.492069142525466
asds,60,161,71.10425903313111,85.75212951656556
Fix API,60,154,25.304395623265457,61.45219781163273
Write Report,39,327,31.97265764731851,93.08632882365926
Test Module,71,357,65.73603059924534,125.56801529962267
Update Script,48,178,67.79201248340028,83.89600624170015
Analyze Document,72,81,70.88107637909602,73.240538189548
asds,26,353,64.51842968049783,110.65921484024892
Fix API,20,364,26.485270032741223,92.04263501637061
Write Report,72,468,36.44885056388678,133.4244252819434
Test Module,8,174,12.340536183236868,43.370268091618435
Update Script,9,447,44.51195152190284,114.35597576095142
Analyze Document,46,197,36.76475877050467,71.58237938525234
asds,48,207,19.883258455448534,65.74162922772427
Fix API,18,455,69.42063330416639,131.1103166520832
Write Report,20,497,15.19039543829218,112.99519771914609
Test Module,14,294,59.993056438162206,92.99652821908111
Update Script,49,432,57.84247157560597,130.021235787803
Analyze Document,47,266,69.51619766086165,102.05809883043082
asds,73,340,76.12852846925456,127.96426423462728
Fix API,10,67,52.97363201075889,42.886816005379444
Write Report,54,81,55.41524527261154,60.10762263630577
Test Module,67,412,66.04790777359902,135.52395388679952
Update Script,28,198,33.27959060583626,64.63979530291813
Analyze Document,35,375,43.34499451433607,107.17249725716803
asds,19,118,68.59150279920821,63.59575139960411
Fix API,77,465,11.012454095568389,121.60622704778419
Write Report,27,495,75.84377329921749,145.02188664960875
Test Module,68,118,21.166656194259197,54.583328097129595
Update Script,28,329,18.311452631158552,83.35572631557928
Analyze Document,44,310,53.6043890700831,102.00219453504155
asds,12,359,28.178084601791255,89.48904230089562
Fix API,48,491,16.48670032705791,120.84335016352895
Write Report,60,425,71.1375572894885,138.56877864474424
Test Module,26,178,11.274879892998257,49.03743994649913
Update Script,20,469,76.98098584434169,138.29049292217087
Analyze Document,80,161,34.557046242634385,73.4785231213172
asds,65,243,63.21373056324039,99.7068652816202
Fix API,75,182,29.025724690931565,73.41286234546578
Write Report,50,391,60.530157061874284,123.46507853093715
Test Module,59,387,24.919281064507175,107.5596405322536
Update Script,78,114,36.88897378963054,64.64448689481527
Analyze Document,79,120,21.658705817878786,58.529352908939394
asds,78,303,78.58493248191029,123.29246624095515
Fix API,63,481,10.06190809831596,120.13095404915798
Write Report,77,246,26.55216996134229,85.57608498067114
Test Module,35,244,76.46221612360733,97.53110806180368
Update Script,21,461,13.011226707894707,105.00561335394735
Analyze Document,73,52,16.514707982706433,40.55735399135321
asds,21,230,72.59023549009972,88.59511774504986
Fix API,5,117,41.920852399124826,35.878098967282355
Write Report,35,450,74.2097248939155,68.05197441301071
Test Module,47,250,50.34474194497955,47.762688394883234
Update Script,50,293,27.107635893837024,29.365261432946358
Analyze Document,15,326,78.63724055540864,68.76653725543508
asds,54,304,15.756933893977555,20.516685793061598
Fix API,39,281,38.075641996360815,37.26102643701587
Write Report,44,352,60.97219027029099,57.1251960216386
Test Module,68,496,74.21785326120902,71.44263967419138
Update Script,59,358,63.00970904628333,60.19996141795232
Analyze Document,42,384,51.08851074493921,49.128578810850144
asds,11,476,52.38675228033214,48.23113686987236
Fix API,12,152,76.96148354546673,65.55641650728272
Write Report,77,407,60.267036509604296,60.01196993787552
Test Module,61,104,46.66501313520067,44.69131077086455
Update Script,30,325,53.36561198697023,49.384801829315585
Analyze Document,64,113,65.98098294890183,60.8814060180995
asds,7,422,76.41258053225319,67.08631603644761
Fix API,43,302,79.23003711118565,71.55663043117224
Write Report,5,161,61.143051020668665,52.036301836948304
Test Module,44,204,31.397055531556127,31.541585535876024
Update Script,50,227,45.87442851828345,44.16003138499243
Analyze Document,60,371,69.80071188020726,65.97558374176995
asds,12,373,44.28671480534194,40.752106140380384
Fix API,25,485,72.13728130922061,65.7675706735609
Write Report,45,372,27.09993337811578,29.619945370054936
Test Module,48,202,55.1990542252424,51.401224464698764
Update Script,26,235,73.8692112237037,65.02775320343703
Analyze Document,77,220,62.24084572153652,59.94749349165994
asds,65,53,45.13282245397366,43.3359144122584
Fix API,67,345,65.64358020851816,62.962735770984885
Write Report,37,154,54.78578510972288,49.64034378997276
Test Module,68,214,12.52658451655661,18.31779930357642
Update Script,8,420,20.118377420971456,20.997069485196594
Analyze Document,5,302,24.65869724249998,23.38813173884998
asds,64,242,50.89810795722841,49.67444852492729
Fix API,13,488,55.1668885455918,50.798848607385274
Write Report,14,183,32.18003058087416,29.29462507631681
Test Module,67,137,23.843534882853458,26.81469860393983
Update Script,17,248,24.84776750583552,24.137169354785126
Analyze Document,80,299,69.72946278817582,67.06915948630417
asds,55,83,27.451930179141844,28.207582746896307
Fix API,7,86,43.983500033853986,37.470470027760264
Write Report,27,211,63.28256650552783,56.22070453453282
Test Module,36,95,58.07736500114732,51.7184393009408
Update Script,12,55,15.385312522783774,14.190956268682694
Analyze Document,60,333,49.614867182698745,49.08119108981297
asds,25,234,35.76262874674434,33.68135557233036
Fix API,76,100,57.33245444079043,54.75261264144815
Write Report,10,477,78.00686494037139,69.15862925110453
Test Module,64,120,52.18028837860839,49.627836470458874
Update Script,66,474,38.46154883981788,41.744470048650655
Analyze Document,27,72,26.07760743109239,24.461638093495758
asds,11,258,12.340731085802798,13.431399490358293
Fix API,20,440,19.501887865270884,21.75154804952212
Write Report,14,149,33.57970466622744,30.1363578263065
Test Module,65,191,15.697251950073781,20.4407465990605
Update Script,64,54,44.77907998569497,42.964845588269874
Analyze Document,29,458,30.107299805656428,31.41998584063827
asds,54,165,65.35526683073265,59.93631880120077
